,name,category,rating,price,currency,description
1895,"Glengoyne 10 year old, 40%",Single Malt Scotch,85,40,$,"Glengoyne’s entry-level 10 year old is the most readily available of their malts, and is made using entirely unpeated malt. The producers claim this helps to preserve “the essence of its flavor.” Fresh and well-rounded on the nose, with medium sweet aromas suggesting malt, oak, and a hint of sherry. Smooth and delicate on the palate, it is slightly oaky, with a suggestion of cooking apples. The finish is pleasingly long, with buttery, vanilla notes, slowly drying."
1896,Duncan Taylor NC2 (distilled at Imperial) 1997 13 year old,Single Malt Scotch,85,60.00,$,"Pale straw. One of a seemingly never-ending stream of Imperials from Duncan Taylor, all of which show remarkable consistency and are rarely over-wooded, thereby allowing the distillery character to shine. Here are echoes of Loire Sauvignon Blanc — nettles, gooseberry, cut grass, fennel tops, and fresh herbs — with a hint of Imperial’s giveaway American cream soda softness. The palate is as soft as soy milk. Classic Imperial.£38"
1897,"Tullibardine Aged Oak Edition, 46%",Single Malt Scotch,85,45.00,$,"Tullibardine Aged Oak Edition carries no age statement, though it contains a blend of whisky more than 15 years old and spirit produced since the distillery reopened in 2003. It has been matured in former bourbon barrels. The nose exhibits barley, citrus fruits, pear drops, crystallized ginger, marzipan, and cocoa. Oily in the mouth and slightly earthy, with brazil nuts and developing vanilla fudge and lemon on the palate. Fruitiness persists through the spicy finish. "
1898,"Auchentoshan Valinch, 57.5%",Single Malt Scotch,85,60,$,"Auchentoshan Valinch is essentially a cask strength version of the popular Classic expression. It is named after the metal tube used to extract samples of spirit from the cask. A nose of tinned peaches in syrup, Madeira, cinnamon, newly-planed wood, coconut, and vanilla notes. Sweet and spicy on the creamy palate, with vanilla, honey, and praline. Oak and spice in the peach liqueur-like finish."
1899,"Wemyss The Hive 12 year old, 40%",Blended Malt Scotch Whisky,85,57.00,$,"Wemyss has picked up where The Easy Drinking Whisky Company left off a few years back and are selling their mix of malt whiskies under a descriptive flavor name. This is the best the company has done so far. It is a delightfully soft, fruity, and dessert-like whisky with, yes, lashings of honeyed malt to make it a soft, succulent treat of a whisky. Wemyss comes of age.  £36"
1900,"Lagavulin 12 year old (Diageo Special Releases 2011), 57.5%",Single Malt Scotch,85,103,$,"Brought back as an annual limited edition to satisfy the cravings of those who like their peat full-on and never understood why Lagavulin moved to 16 years of age, this is the Kildalton coast single malt at its most boisterous. Aromatically, it blazes a seaweed-strewn, zigzag pathway between sea, shore, and land: bog myrtle and samphire, beach bonfire, sea spray, and melon before, with much-needed water, there’s slow-burning Latakia pipe tobacco and Lapsang Souchong tea."
1901,"Jura Feith A’ Chaorainn 1976 Vintage, 46%",Single Malt Scotch,85,796,$,"The name of this limited-edition bottling translates as ‘the lands around the rowan,’ and the component whisky has been matured in three, fresh-run American white oak hogsheads. Tinned peaches, a hint of smoke, and developing cream soda on the nose. Soft toffee and ultimately, chimney soot. The palate is full and fruity, with Brazil nuts, drying quite rapidly, with coriander notes. Dark chocolate and licorice characterize the finish. (500 bottles). £500"
1902,"Traditional Ben Nevis, 46%",Single Malt Scotch,85,96.00,$,"An attempt to replicate the spirit produced at Ben Nevis in 1882. The malt is peated to around 30 ppm, and a first edition of 700 bottles with no age statement has been released. Initial starch on the nose, then buttery smoked haddock, a hint of chili, sherry, and gentle wood smoke. Full-bodied, spicy on the palate, with hazelnuts and peat. Stewed fruit and lingering spicy cigarette ash in the finish. £60"
1903,"Clynelish 14 year old, 43%",Single Malt Scotch,85,53.00,$,"Ahh, Clynelish. The enigma of the northeast coast. A single malt whose waxy character — and it does smell of snuffed candles — is highly prized by blenders. This is a palate whisky, the nose almost shy and muted: glints of citrus and jellied fruits, notes of ozone/spiciness and stem ginger. It’s on the tongue that it comes into its own: clinging, strangely savory, lightly sweet, juicily fruity. Enigmatic indeed."
1904,"Wemyss Malts ‘Rum ‘n’ Raisin’ Single Cask, 46%",Single Malt Scotch,85,133.00,$,"Produced at Tullibardine distillery in 1989, this ex-bourbon hogshead has yielded 299 bottles. The expression lives up to its name with rum and raisin ice cream on the nose; floral, with glacé cherries, dried apricots, and pistachio nuts. More nuts and lots of spice on the palate, plus dark chocolate, dates, and prunes. The finish is medium in length, with spicy, benign oak. £85"
1905,"Bladnoch 9 year old, 46%",Single Malt Scotch,85,63.00,$,"Following on from the official 8 year old release of Bladnoch, distilled and matured under the current Raymond Armstrong regime, comes a 9 year old variant in the familiar distillery label series. It offers a spring-like nose of cereal, freshly-squeezed lemon juice, meadow flowers, and a hint of milky coffee. Spicy toffee, apples, honey, and ginger on the palate, which finishes with a floral note, lemon, apples, and lively oak. £40"
1906,"Auchentoshan Springwood, 40%",Single Malt Scotch,85,53,$,"Part of Auchentoshan’s new travel retail line-up, Springwood carries no age statement, contains younger whiskies than Heartwood, and has been matured in 100 percent ex-bourbon wood. Acetone, tinned peaches in vanilla, and whipped cream on the floral nose. The palate is clean and fruity, initially citric, with emerging apricots in honey, and fresh spices. More spice in the finish, with focuses on milk chocolate, cinnamon, and a suggestion of Madeira. €42"
1907,"The Macallan Masters of Photography 1996 (Release 3, Cask #10019), 55.5%",Single Malt Scotch,85,"2,750",$,"Light amber. A very clean, mealy, and creamy nose with real sweetness and a belt of vanilla before things settle into the realm of cooked fruits enlivened by masses of peppermint. The oak shows itself as hot sawdust and a little cedar. In the mouth, that sweetness continues to alternate between a prickly feel and sweet fruit syrups, while Macallan’s oily earthiness anchors it both on the tongue and to the distillery. 285 bottles."
1908,"Glen Garioch Vintage 1997, 56.7%",Single Malt Scotch,85,78.00,$,"The first Glen Garioch vintage to be exclusive to Travel Retail outlets and also the only one so far to post-date the closure of  their on-site floor maltings. This leads to a less peaty note in the spirit than in other vintages. Matured in first and second-fill bourbon casks. Tinned peaches in syrup and nougat on the nose. Sweet malt, heather honey, vanilla, restrained cinnamon, nutmeg, and ginger on the palate. Subtle oak notes in the lengthy finish. £50"
1909,"Wemyss Malts (distilled at Clynelish) “A Day at the Coast” 14 year old, 46%",Single Malt Scotch,85,105.00,$,"One of the latest single cask bottlings (354 bottles) from Wemyss Malts specifically for the U.S., “A Day at the Coast” was sourced from the East Sutherland distillery of Clynelish. Ozone, warm sand, and wild grasses on the nose, plus a hint of honey, grated ginger, and a freshly-opened box of milk chocolates. The viscous palate features rock salt, white pepper, coconut, green apples, and a squeeze of lemon. Medium to long in the finish, softly citric, and salty."
1910,"The Dalmore 1980 31 year old, 52.1%",Single Malt Scotch,85,"6,400",$,"This 1980 expression of The Dalmore Constellation has been solely matured in a Gonzales Byass Apostoles oloroso sherry butt. The resultant whisky is sweet on the nose, with dates, figs, milk chocolate-covered caramel, and finally a suggestion of eucalyptus. Briefly fruity on the palate, becoming bitter, with dark coffee notes. Long and spicy in the finish, with black pepper and licorice. Cask number 2140; 227 bottles."
1911,"Douglas Laing Old Malt Cask (distilled at Rosebank) 21 year old, 50%",Single Malt Scotch,85,212.00,$,"The Glasgow-based independent bottler Douglas Laing & Co. Ltd. has been responsible for quite a number of releases from the ‘lost’ Lowland distillery of Rosebank, and this one was distilled during January 1990 and bottled in April 2012. The nose is pleasingly floral and fragrant, light and gently honeyed, with a suggestion of barley in the background. The palate features spicy, sweet orange, herbs, and a slightly contrasting note of citrus fruit. Spices persist into the warming, lightly-oaked finish. £135"
1912,"Wemyss Malts (distilled at Glen Scotia) 'Strawberry Ganache,' 46%",Single Malt Scotch,85,174.00,$,"This single cask variant of Glen Scotia has been matured in a sherry butt for 21 years, and the cask yielded 833 bottles. Fruity on the nose, with sultanas, cherries, marzipan, and milk chocolate. The palate showcases overripe oranges, sherry, and plain chocolate, with a tang of brine. Drying in the finish, with pepper, licorice, and subtle smoke. £110"
1913,"Glen Scotia 10 year old, 46%",Single Malt Scotch,85,60,$,"Lemonade, hints of aniseed, and putty on the nose. Tropical fruits, spice, and milk chocolate on the palate. The finish is medium in length and spicy, with a hint of licorice. "
1914,"Glen Scotia 12 year old, 46%",Single Malt Scotch,85,67,$,"Nougat and a suggestion of fresh newsprint on the nose. Quite full-bodied, with a palate of mixed nuts and peaches in brandy. The finish is slightly waxy, with fruit and nut chocolate. "
1915,"Lagavulin 12 year old (Diageo Special Releases 2012), 56.1%",Single Malt Scotch,85,111,$,"This is usually a bracing expression of Lagavulin and this year’s release doesn’t disappoint—smoldering peat, ozone freshness, but with greater sweetness than in 2011, though water shows how it is still just a little gawky. The palate is, yes, smoky, but there’s also light cereal, praline, violets, and seashore aromas aplenty. Fills the mouth with intensity. Okay, it’s edgy, but that’s what you expect."
1916,"Douglas Laing Provenance (distilled at Arran) 12 year old, 46%",Single Malt Scotch,85,63,$,"Distilled in February 2000 and matured in a single refill hogshead, this example of Arran is part of the Provenance range which highlights the season of distillation on the bottle label. Malt, salt, milk chocolate, vanilla, and developing citrus notes on the fragrant nose. Quite full in the mouth, fruity and zesty, with a hint of grist. Long and softly spiced in the finish, with almonds and a final suggestion of aniseed. £40"
1917,"Gordon & MacPhail Private Collection Ledaig 1993 St-Joseph Wood Finish, 45%",Single Malt Scotch,85,110.00,$,"Distilled in May 1993, this bottling is of the Ledaig heavily-peated variant of Tobermory single malt. Aged for 19 years, it was ‘finished’ for 40 months in wine casks from the St-Joseph AOC in northern Rhône. Pickled beetroot, emerging caramel, and distant log-fire embers on the nose. Voluptuous and fruity, notably spicy—pepper and ginger—plus mulled wine notes. Quite lengthy in the finish, with lingering spice. Peatiness is most evident here. 2,200 bottles.  "
1918,"Douglas Laing Old Malt Cask (distilled at Highland Park) 15 year old, 50%",Single Malt Scotch,85,111,$,"Unlike ‘house’ bottlings of Highland Park, all of which are aged in sherry casks, this expression in Douglas Laing’s Old Malt Cask series has been matured in former bourbon wood. It was distilled in September 1996. Sweet and fruity on the nose, with nougat and peanut butter, plus a slightly herbal note, and finally discreet, sweet peat smoke. Medium-bodied, citric, and spicy, with a little smoke. Smokiness turns to ash in the finish, with citrus fruit and caramel. £70"
1919,"Douglas Laing Provenance (distilled at Blair Athol) 12 year old, 46%",Single Malt Scotch,85,63.00,$,"This 12 year old example of Diageo’s Perthshire single malt has been matured in a sherry butt and features milk chocolate, malt, and digestive biscuits on the nose; becoming fruitier, notably with lemon curd. The palate is rich, sweet, and spicy, with barley, honey, and white grapes. Vanilla and spicy orange marmalade in the medium-length finish. £40"
1920,"Wemyss Malts (distilled at Clynelish) “A Day at the Coast” 14 year old, 46%",Single Malt Scotch,85,95.00,$,"One of the latest batch of single cask bottlings from Wemyss Malts is a 15 year old Clynelish, named ‘Fresh Fruit Sorbet.’ 331 bottles have been released. Tinned pears, new-mown hay, honey, and lemon sherbet on the nose, with a hint of machine oil. The palate is smooth and fruity, with pears, figs, and a suggestion of black pepper. The dominant fruitiness continues through the sugary finish, with a background prickle of spice. £60"
1921,"Littlemill 21 year old Burns Malt, 55.1%",Single Malt Scotch,85,72.00,$,"Online retailer TheWhiskyBarrel.com has released 60 bottles of 21 year old single malt from the now-lost Lowland distillery of Littlemill. Maturation has taken place in a sherry hogshead and cask #35 yielded 306 bottles, with the balance being held by whiskybroker.co.uk. The nose is rich and thick, with old sherry, caramel, and cinnamon, while the full palate boasts aniseed, pipe tobacco, and an effervescence that is unusual in a whisky of this age. The finish is lengthy, with drying sherry notes. "
1922,"Douglas Laing (distilled at Glenturret) 18 year old, 50%",Single Malt Scotch,85,124.00,$,"Distilled in September 1994 and bottled at 18 years of age as part of Douglas Laing’s Old Malt Cask series, this Perthshire single malt displays a nose of malt loaf, tinned prunes, white pepper, and a suggestion of soy sauce on the nose. Finally, much more floral. Peppery on the palate, with citrus fruit, gunpowder tea, medium sherry, and cocoa powder. The powdery cocoa notes persist in the long, spicy, discreetly oaky finish.  £80"
1923,"Auchentoshan Valinch 2012, 57.2%",Single Malt Scotch,85,60,$,"This is the second edition of Auchentoshan’s cask strength Valinch bottling, which carries no age statement and has been matured in first-fill bourbon casks. As with the previous Valinch expression, only 2,000 cases have been released globally. Very fragrant on the nose, with pears, applesauce, and vanilla fudge. Spice, cream, and lively Jaffa oranges on the palate. A touch of (not unpleasant) new make spirit comes through in the relatively lengthy finish."
1924,"Cardhu 12 year old, 45%",Single Malt Scotch,85,45.00,$,"The decline in the Spanish market has resulted in Cardhu becoming more widely available, which is A Good Thing as far as I am concerned. This is a grassy malt, which at 12 years also has a heightened citric spray of sweet orange zest and a gingery aspect (it’s great with ginger ale). Intense and vibrant with macadamia and a light heathery note, the palate confounds expectations, having a thick chewiness before the grass zings through, adding lift. "
1925,"Glenlivet 12 year old, 40%",Single Malt Scotch,85,33,$,"As with the ‘Fiddich (reviewed in this issue), here’s a malt where an improved wood policy has brought a dram to life and added complexity. The Glenlivet has always been about lightness, but the trick is to have sufficient solid base to allow its flower to blossom, so as well as lily, orchid, and pineapple, there’s a thick creaminess that gently beds all of these flighty flavors down. With water, there’s mandarin and rose petal, and a sneeze of white pepper. Simply lovely. Value Pick"
1926,"Wemyss Malts Fruit Bonbons (distilled at Glen Garioch) 1989, 66%",Single Malt Scotch,85,137.00,$,"One of four Spring 2013 single cask releases from Wemyss Malts, Fruit Bonbons was distilled at Glen Garioch in 1989 and bottled during 2012. The out-turn was 325 bottles. Homemade lemonade and a dash of table salt on the early nose, then heather, ginger, and finally the sweetness of icing sugar and fudge. Apples coated in cinnamon, nutmeg, caramel, and dark treacle on the palate. The finish dries, from apple pie to oak and plain chocolate. £90"
1927,"Douglas Laing Director’s Cut (distilled at Teaninich) 1982, 47.8%",Single Malt Scotch,85,297.00,$,"This 30 year old bottling from Teaninich was distilled in December 1982 and matured in a refill butt. Just 201 bottles have been released from cask #9323. The nose is characterized by lemon curd, flat Coca-Cola, and spicy malt. The palate is smooth, sweet and fruity, with vanilla and stem ginger. Autumn berries and more ginger figure in the lengthy, slightly charred finish. £195"
1928,"Tullibardine 25 year old, 43%",Single Malt Scotch,85,250.00,$,"The oldest expression in the Tullibardine lineup provides malt, cedar, stewed apples, and wood shavings on the nose. Mouth-coating, with orange and cocoa powder. Dries quite steadily, with oak lurking behind ripe bananas in the lengthy finish. Another very accomplished old Tullibardine, but the notably pleasing palate of the 20 year old just gives that bottling the edge. "
1929,"Creative Whisky Co. Exclusive Malts (distilled at Littlemill) 24 year old, 49.8%",Single Malt Scotch,85,165.00,$,"The first Lowland single malt bottling to be made available in the U.S. by the Creative Whisky Co., this 24 year old cask strength, single cask bottling from the now-demolished Lowland distillery of Littlemill offers toffee, fresh pineapple, and sultanas on the pleasing nose. Voluptuous in the mouth; mellow, with vanilla, cocoa powder, and soft spice notes. Brazil nuts and old oak in the gingery finish. "
1930,"That Boutique-y Whisky Company Blended Malt, 54%",Blended Malt Scotch Whisky,85,76.00,$,"Have you ever noticed how some distilleries never appear under independent labels? They say they put a teaspoon of whisky from another distillery in each barrel; no longer a single malt. Whether they really do, who knows? So here is a blended malt with 99.99 percent of the whisky from one distillery. This has no peat and is sweet, honeyed, and rich, with vanilla, banana, lime sherbet, and tropical fruits. Almost certainly from Speyside…but where? £50"
1931,"That Boutique-y Springbank Batch 2, 53.10%",Single Malt Scotch,85,89,$,"That Boutique-y Whisky Company is an independent bottler noted for quirky and very contemporary label design. The whiskies carry no age statements. Springbank Batch 2 has an outturn of 450 numbered bottles. Initially, overripe pineapples and dry hay on the oily nose, cut by a sprinkling of salt. Brittle toffee, and finally, hand-rolling tobacco. The palate is very fruity; more pineapple, plus peach, developing peat, plenty of spice, and more tobacco. The finish is relatively long and slightly herbal. £58"
1932,"Jura Turas-Mara, 42%",Single Malt Scotch,85,61,$,"Exclusive to the Travel Retail arena, Jura Turas-Mara takes its name from the Gaelic for “long journey.” It has been matured in an array of casks sourced from America, Spain, France, and Portugal. Initially, green apples on the nose, then sweet fruit notes—jelly babies—plus coconut and fudge. A little linseed in the background. Vanilla, peaches, mango, and lively spices on the palate. The finish dries, with aniseed balls, becoming slightly powdery. €50"
1933,"Douglas Laing Provenance (distilled at Glen Garioch) 17 year old, 46%",Single Malt Scotch,85,92,$,"Distilled in September 1995 and matured for 17 years in a refill hogshead, this bottling of the Aberdeenshire malt Glen Garioch
offers a nose of fresh peaches and vanilla, followed by a sprinkling of chili powder, and even a suggestion of boiled ham. Voluptuous in the mouth, with summer fruits, toffee apples, and a significant amount of ginger. The finish
dries quite rapidly, with fruity spices. £60"
1934,"Wemyss Malts Candied Fruit (distilled at Auchentoshan) 1998, 46%",Single Malt Scotch,85,95,$,"One of the batches of spring 2013 single cask releases from the prolific Wemyss Malts, Candied Fruit is a 15 year old Auchentoshan, and 294 bottles are available. An aroma of sweet shops, vanilla, and white pepper on the nose, becoming maltier, with dates, sultanas, figs. Apples and pears on the light-ish palate, with coconut and ginger. The finish is fruity—spicy
satsumas—and finally, drying. £62"
1935,"Shieldaig 12 year old, 40%",Blended Scotch Whisky,85,31,$,"This is a sharp dresser, with a firm, solid mouthfeel and an altogether finer and more focused taste than Shieldaig Classic (see
below). It’s not coastal or earthy particularly, either. Instead the flavors are softer and built around mocha, smooth creamy toffee, and some soft fruit, including a touch of overripe banana and melon notes. The savoriness this time comes from a touch of pepper rather than salt."
1936,"James Brookes Blended Whisky, 40%",Blended Scotch Whisky,85,18,$,"This is like listening to a quiet and understated musician and slowly starting to realize that there are all sorts of clever
nuances just beneath the surface. This evolves from a floral and welcoming nose, through a saline note and on to pepper and a Highland earthiness, but wrapped up in a rich, honeyed body. A nice balance between the ruggedness and sweet softness. All rather pleasant."
1937,"Cadenhead’s (distilled at	 Auchroisk) 12 year old, 59.3%",Single Malt Scotch,85,92,$,"Pale, with fresh perfumed/fragrant estery notes that touch on flower blossom, almond icing on a custard cake, and even a little candy floss. All very aromatically intense, with quite a hot focus on the tongue. With water you keep the concentration and add in lemon, jellied fruits, and light, dusty spiciness."
1938,"Tomatin Cù Bòcan, 46%",Single Malt Scotch,85,70,$,"Named after a mythical hellhound that is said to stalk the area around Tomatin distillery, Cù Bòcan is lightly peated and matured in a combination of virgin oak, bourbon, and sherry casks. Just 60,000 liters are produced each year. Lemonade and coconut on the early nose, with developing almonds. Slightly earthy, with soft smoke. Rich, full mouthfeel, malt and honey, with the smoke more evident now, plus cinnamon and cloves. Nutty. Lingering oak and dry peat smoke in the finish."
1939,"Glen Garioch Virgin Oak, 48%",Single Malt Scotch,85,120,$,"The Aberdeenshire distillery of Glen Garioch has released its first ever virgin oak-matured expression, which has employed heavily charred American oak barrels. According to master blender Rachel Barrie, “Glen Garioch’s intense flavor means it holds up well in a new fill cask.” Ripe peaches on the nose, spicy oak, vanilla, and more soft, floral notes in time. Malt, milk chocolate, nectarines, nougat, and mild cloves on the palate, while the finish is medium in length, with ginger and lively oak."
1940,"That Boutique-y Whisky Company (distilled at Auchentoshan) Batch 2, 46.6%",Single Malt Scotch,85,101,$,"Batch 2 runs to 295 bottles and, in common with the rest of the range, carries no age statement. Peaches in brandy, ginger, honey, and milk chocolate on the pleasingly floral nose. The palate is silky, with more floral notes, plus cedar, oak, and soft spices. Almonds and allspice in the medium length finish. £63/500 ml"
1941,"Compass Box Great King Street Experimental TR-06, 43%",Blended Scotch Whisky,85,48,$,"One of two blended whiskies vying to be the official next Great King Street release, this is the peated version and it's gustier than the original, with less citrus and more peat. Indeed, it's impressively full-flavored, with peat in the driving seat and ginger cake, lime, and dark chocolate, biscuits and pepper in the mix. Best of all, unlike far too many Scotch whiskies this year, it doesn't use peat to hide immature spirit. £30"
1942,"Lagavulin 37 year old, 51%",Single Malt Scotch,85,"3,000",$,"This is a venerable Lagavulin which immediately shows its age with a nose that mixes the savory (hoisin sauce) with the mature notes of dunnage warehouse, sandalwood, and a minty lift. In time, there’s bog myrtle, old attics, rain-moistened wool, and a smokiness akin to a dead briar pipe. Slightly dull to start, it perks up in the mid-palate with lanolin and black olive brine, and a Darjeeling-like grippiness. Interesting for sure, but past its best. (1,868 bottles)."
1943,"Noss Head, 46%",Single Malt Scotch,85,67,$,"This expression has been matured entirely in bourbon casks and offers a fresh nose of ozone and lemon, becoming quite fragrant in time. More mouth-coating than might be expected, yet easy drinking, with milk chocolate, malt, tropical fruits, and an edge of sea salt. The finish is medium in length, with wood spices. £40/liter"
1944,"Bw3 Elements of Islay (distilled at Bowmore), 51.6%",Single Malt Scotch,85,100,$,"This is quite a saline Bowmore, but there is sufficient sliced apple, cut flowers, and fragrant smoke to give some degree of complexity to the nose. With water you get crisp oak, roasted barley, a hint of nectarine, bison grass, and wet reeds. Starting lean in the mouth, it darkens slightly into brambles and a dusty smokiness before picking up a citric tang on the finish. Slightly muted, but well balanced. £60/500 ml"
1945,"Lg4 Elements of Islay (distilled at Lagavulin), 55.7%",Single Malt Scotch,85,78,$,"Hard not to compare this to the 12 year old, as they are of similar strength and character. This is more about the peat bank rather than the shore, more eucalyptus than kelp. This pungent, earthy note is retained with water, alongside some brine. The palate is like carrageen moss pudding, with a touch of nutmeg at the end. Plenty there, but it all moves very quickly when I want it to linger. That said, a solid performer. £47/500 ml"
1946,"Johnnie Walker Explorers' Club Royal Route, 40%",Blended Scotch Whisky,85,159,$,"I had to double check that price. My feelings are well recorded on premium whiskies bottled at 40% and if you were to ask me whether the whisky's worth the price tag, the answer's no. That doesn't make it a bad whisky, though; far from it. It has a light, dusty, and fruity nose reminiscent of raspberry sherbet, and on the palate there is trademark smoke, and pleasant toffee and treacle. Good, but in stellar company here. (Travel Retail only) Price is per liter."
1947,"Lagavulin Triple Matured Edition, 48%",Single Malt Scotch,85,135,$,"A very laid-back start with the sweetness of the sherry cask bringing a fat, figgy, dried fruit aroma which initially suppresses the peat, only allowing a little pipe smoke and smoked meat to emerge. With water, there’s balsam, tar, dried seaweed, and fabric Band-Aid. This is repeated on the tongue, with dark fruits suddenly changing to spent kiln and bonfire ashes, but there needs to be more cohesion between the elements. £80"
1948,"Edradour 1999 Natural Cask Strength cask #295, 58.4%",Single Malt Scotch,85,118,$,"Distilled on June 20, 1999 and bottled in November 2013, this expression from the Perthshire distillery of Edradour was matured for 14 years in a sherry butt. The outturn was 687 bottles. The nose is notably sweet, with jammy aromas —strawberry and raspberry— while hazelnuts and walnuts lurk in the background. The same fruit and nut notes from the nose carry over, along with sultanas, candied peel, Jaffa orange, and spicy leather. The lengthy finish is viscous and gingery. £70"
1949,"Douglas Laing Old Particular (distilled at Dalmore) 17 year old cask #0080, 54.8%",Single Malt Scotch,85,152,$,"This Dalmore single cask variant was distilled in October 1996 and filled into a refill hogshead, which yielded 139 bottles in January 2014. Freshly-mown hay, then marzipan and nectarines on the well-spiced nose. Nutty caramel in time. The palate features Terry’s chocolate orange, vanilla, and nutmeg. Citrus fruits and malt in the finish, with hazelnuts and a hint of oak. £90"
1950,"Glen Deveron 20 year old, 40%",Single Malt Scotch,85,152,$,"The nose is more reticent than that of its younger sibling, with less spice and succulent fruitiness. A hint of nougat, but overall, drier and ‘quieter.’ The palate is silky, with walnuts and allspice, while fruit notes are provided by plums. Following the overall theme here, the finish is also drier than that of the 16 year old variant, featuring a sprinkling of spicy cocoa powder. Relatively lengthy. Exclusively available to travelers at World Duty Free Group stores in selected airports throughout the UK and Spain. £90/liter"
1951,"Adelphi (distilled at Bunnahabhain) 1989 25 year old, 45%",Single Malt Scotch,85,265,$,"Pale gold, with nettles and green apple on the nose alongside almond, light bread crust, and freshly-baked sponge cake. In time, there’s Starburst sweets. Some heat, even at this relatively low strength. There are mineral accents and, with water, the signature ginger. The palate is very sweet and soft with jelly fruits. Clean and supple, especially with water. Zesty, with a refreshing acidic balance."
1952,"Glenglassaugh Torfa, 40%",Single Malt Scotch,85,67,$,"Torfa is apparently Old Norse for “turf” or “peat,” and this no age statement Glenglassaugh was made using malt peated to around 20 ppm phenols. Heathery peatiness on the early nose, with dried fruits, malt, and cream soda. Ultimately, leathery, mellow smoke. Sweet and lively on the palate, after an initial flavor of coal soot, with ripe peaches, chili, and ginger, backed by floral peat and a hint of ozone. Spicy peat smoke in the relatively long and fruity finish. £40"
1953,"Glenturret 26 year old 1986 (Hunter Laing/The Glenturret), 46.8%",Single Malt Scotch,85,505,$,"With only a 10 year old house bottling of Glenturret available, brand owners the Edrington Group have collaborated with independent bottler Hunter Laing to produce this ‘semi-official’ 26 year old expression, matured entirely in refill bourbon casks. Pineapple, dates, honey, and hard toffee on the floral nose. Full-bodied, waxy and chewy on the palate, with vanilla, ginger, cherry liqueur chocolates, and dark spices. Lengthy in the finish, with emerging bitter chocolate notes. £300"
1954,"Master of Malt Reference Series III, 47.5%",Blended Malt Scotch Whisky,85,178,$,"With the majority of the blend coming from older single malts, this forms a counterpoint to I and II (see below). Toasted spices, fennel, black peppercorns, cocoa, malt loaf, split orange peels, and salted caramel invade the nose. The palate is a gluttony of chocolate. Beneath, look for dried fruits, macchiato, peanut shells, and some tannic bitterness as the older malts show their wares. It leaves a cocoa finish without the sweetness. A great concept for self-educating your palate. £106"
1955,"Glenrothes Sherry Cask Reserve, 40%",Single Malt Scotch,85,88,$,"Bold, with a slightly blunt entrance. The cask influence is to the fore, mixing rum and raisin with a slight yeasty/dough-like edge that sits alongside caramelized fruits. In time, there’s sweet draff, malt loaf (with butter), and the smell of old cupboards. It gets creamier with water. Medium-bodied with a light savory note in the middle that then drifts toward Brazil nut, and Assam tea. A solid performer. Bristol Milk sherry rather than old oloroso. £55"
1956,"Aultmore 12 year old, 55%",Single Malt Scotch,85,53,$,"Aultmore is normally light and estery, and this pale dram is true to this. After a whiff of fresh turmeric, there’s an almost oily green note with William pear before acetone, and something akin to school Bunsen burners (a good smell) emerges. The palate is more coherent than the nose; sweet, rounded, and more substantial that you expect, with tinned pears in custard. Lively and charming; shows none of the firmness of youth suggested by the nose."
1957,"Octomore Islay Barley 2009, 64%",Single Malt Scotch,85,239,$,"An interesting nose that’s somewhat akin to a peach cheesecake with slightly burnt pastry, or a heavily caramelized crème brûlée. Overt smoke is in check when neat. In the mouth, however, it comes through massively, mossy and oily and sitting on top of those fat fruits and sweet malt. Thicker and more farmyard-like than Port Charlotte. Great potential, with a sweetness that shows it’s pretty much there. £150"
1958,"Glen Garioch Single Cask #990 1998, 56.1%",Single Malt Scotch,85,115,$,"A 15 year malt selected by the Loch & K(e)y Society. Hard apple cider leads the nose and is backed by honeyed malt and cinnamon-baked pear. The entry is lush caramel apple, but quickly transitions as the sheer power and spice of the mid-palate comes crashing in with oak, ginger, and pine. The finish is long, dry, and spicy with lingering heat. This is the kind of big, bold, dry whisky that American whiskey drinkers might enjoy. (Julio’s Liquors only)"
1959,"Old Pulteney 35 year old, 42.5%",Single Malt Scotch,85,815,$,"Just 450 cases of this veteran expression from Old Pulteney have been released, offered in non-chill filtered format after maturation in a mixture of bourbon casks and Spanish oak sherry casks. Light fruit notes on the nose, notably tangerines, plus vanilla, lemon, and sea salt. Orchard fruits, spicy sherry, worn leather, and cocoa powder on the silky palate. Spicy and drying in the finish, with mild oak tannins."
1960,"Wemyss Malts Melon Vine 1994 (distilled at Aberfeldy), 46%",Single Malt Scotch,85,143,$,"This 20 year old single cask release from the Perthshire distillery of Aberfeldy runs to 242 bottles, matured in a hogshead. Apricots, green apples, ginger, and icing sugar on the nose. Soft fruits, notably peaches, gingery oak, and more icing sugar on the palate. Milky coffee, caramel, and eucalyptus in the slightly oaky, medium-length finish. £90"
1961,"Cuatro Series Oloroso, 46%",Single Malt Scotch,85,50,$,"The nose opens with savory notes. Richer, more fragrant and profound sherry than is present in the Fino or Manazanilla expressions. Full-bodied, with big, musty sherry notes and Seville oranges on the palate, plus lots of spice. Gum-tingling spices, with sultanas and dates in the finish."
